Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Intitut Pasteur  de Dakar,Intitut Pasteur  de Dakar,Laboratory,Surveillance epidemiologique,Testing of suspected patients ,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,Communication,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MoH,Ministry of Health,Goverment,Coordination,Coordinates the overall humanitarian activities,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MoH,Ministry of Health,Goverment,Prise en charge clinique et psycologique, Prise en charge medicale,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,Surveillance de l’épidémie,Sufficient and adequate,,
Guinea,Conakry,GIN002,Conakry,GIN002005,Conakry (Donka Hospital),MSF,Medecins sans Frontieres,International NGO,Appui aux structures de sante,,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MSF,Medecins sans Frontieres,International NGO,Communication/Mobilisation sociale,Raise awareness among the communities about the disease; Spreads health promotion messages ; Organize trainings for the medical staff and Red Cross volunteers;,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MSF,Medecins sans Frontieres,International NGO,Coordination,Coordination,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MSF,Medecins sans Frontieres,International NGO,Prise en charge clinique et psycologique,"Proveide psychological support to the families of the vitims and to medical staff 
Isolate and care for sick patients 
 Prise en charge medicaleProveide psychological support to the families of the vitims and to medical staff 
Isolate and care for sick patients 
 Prise en charge medicaleProveide psychological support to the families of the vitims and to medical staff 
Isolate and care for sick patients 
 Prise en charge medicale",,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,MSF,Medecins sans Frontieres,International NGO,Surveillance epidemiologique,"Follow-up of people who have been in contact with the sick;  
Investigate alert of new potential cases; Refer suspected cases to the isolation units;  ensure safe management of funeral pratices 
Surveillance de l’épidémie
Follow-up of people who have been in contact with the sick;  
Investigate alert of new potential cases; Refer suspected cases to the isolation units;  ensure safe management of funeral pratices 
Surveillance de l’épidémie
Follow-up of people who have been in contact with the sick;  
Investigate alert of new potential cases; Refer suspected cases to the isolation units;  ensure safe management of funeral pratices 
Surveillance de l’épidémie
",,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,OCHA,Office for the Coordination of Humanitarian Affairs,UN Agency,Coordination,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation ,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention ,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas;,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Save the Children,Save the Children,International NGO,Assistance a la population affectée par l'epidemie,Prise en charge (psychosociale/Alimentaire et nutritionnelle),,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,Save the Children,Save the Children,International NGO,Coordination,Coordination (Niveau terrain),,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNDP,United Nations Development Programme,UN Agency,Coordination,Ebola coordination,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Assistance a la population affectée par l'epidemie,Communication,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie, Prise en charge psychosociale ,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, including
Ministries of Health and the Red Cross, to carry out
prevention and emergency preparedness activities
across the subregion.
Provision of essential medicines, disinfectants, family
hygiene kits, supplies and equipment, and  supports
Communication for Development (C4D) media and
door-to-door activities for prevention and response
efforts.
CommunicationWorks closely with partners, including
Ministries of Health and the Red Cross, to carry out
prevention and emergency preparedness activities
across the subregion.
Provision of essential medicines, disinfectants, family
hygiene kits, supplies and equipment, and  supports
Communication for Development (C4D) media and
door-to-door activities for prevention and response
efforts.
CommunicationWorks closely with partners, including
Ministries of Health and the Red Cross, to carry out
prevention and emergency preparedness activities
across the subregion.
Provision of essential medicines, disinfectants, family
hygiene kits, supplies and equipment, and  supports
Communication for Development (C4D) media and
door-to-door activities for prevention and response
efforts.
Communication","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,UNICEF,United Nations Children's Fund,UN Agency,Coordination,  Coordination,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,"Food distributions in isolation centers and hospitals;  transport and storage of medical equipment, telecommunications support",,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process
  CoordinationDeployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process
  Coordination","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Conakry,GIN002,Conakry,GIN002005,,WHO,World Health Organization,UN Agency,Logistique, Logistique,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique, Prise en charge médicale,,,
Guinea,Conakry,GIN002,Conakry,GIN002005,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,Sufficient and adequate,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,CRG,Croix-Rouge Guinée,Red Cross Movement,Communication/Mobilisation sociale,Communication,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,Gestion des corps et désinfection de l’itinéraire du malade,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Communication/Mobilisation sociale,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,Communication,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,MoH,Ministry of Health,Goverment,Coordination,"Coordinates the overall humanitarian activities
CoordinationCoordinates the overall humanitarian activities
Coordination","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,MoH,Ministry of Health,Goverment,Prise en charge clinique et psycologique, Prise en charge medicale,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,Surveillance de l’épidémie,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,MSF,Medecins sans Frontieres,International NGO,Appui aux structures de sante,,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,MSF,Medecins sans Frontieres,International NGO,Communication/Mobilisation sociale,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas; ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,UNDP,United Nations Development Programme,UN Agency,Coordination,Coordination,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie, Prise en charge psychosociale ,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, including
Ministries of Health and the Red Cross, to carry out
prevention and emergency preparedness activities
across the subregion.
Provision of essential medicines, disinfectants, family
hygiene kits, supplies and equipment, and  supports
Communication for Development (C4D) media and
door-to-door activities for prevention and response
efforts.
Communication","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,UNICEF,United Nations Children's Fund,UN Agency,Coordination,  Coordination,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process
  Coordination","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dabola,GIN003001,,WHO,World Health Organization,UN Agency,Logistique, Logistique,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique, Prise en charge médicale,,,
Guinea,Faranah,GIN003,Dabola,GIN003001,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,MoH,Ministry of Health,Goverment,Coordination,Coordinates the overall humanitarian activities,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas; ,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, including
Ministries of Health and the Red Cross, to carry out
prevention and emergency preparedness activities
across the subregion.
Provision of essential medicines, disinfectants, family
hygiene kits, supplies and equipment, and  supports
Communication for Development (C4D) media and
door-to-door activities for prevention and response
efforts.","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Dinguiraye,GIN003002,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Guinea,Faranah,GIN003,Faranah,GIN003003,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,
Guinea,Faranah,GIN003,Faranah,GIN003003,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation ,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CRG,Croix-Rouge Guinée,Red Cross Movement,Communication/Mobilisation sociale,Communication,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,Gestion des corps et désinfection de l’itinéraire du malade,"Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
